date,total_predicted_sales
2014-07-02,660115.114319712
2014-07-03,589306.817688257
2014-07-04,591318.161170099
2014-07-05,652809.855524045
2014-07-06,820939.511915818
2014-07-07,636529.128541485
2014-07-08,618038.521922335
2014-07-09,641344.392499164
2014-07-10,541349.372771926
2014-07-11,547521.401509404
2014-07-12,687591.886012107
2014-07-13,777419.082155485
2014-07-14,595247.965503156
2014-07-15,536530.220219642
2014-07-16,588094.1129971
2014-07-17,534808.766351171
2014-07-18,529810.101093724
2014-07-19,712222.386988904
2014-07-20,764130.748213619
2014-07-21,592884.522592425
2014-07-22,531771.534448356
2014-07-23,579131.12192972
2014-07-24,511057.684689686
2014-07-25,535557.423456699
2014-07-26,700886.803592879
2014-07-27,758440.589624662
2014-07-28,584861.207896873
2014-07-29,524271.064030916
2014-07-30,576466.136140555
2014-07-31,531839.800896138
2014-08-01,560270.013552114
2014-08-02,618054.118296843
2014-08-03,675012.959509086
2014-08-04,506554.270972252
2014-08-05,444665.916797072
2014-08-06,443634.746725276
2014-08-07,439037.111799374
2014-08-08,437647.602424488
2014-08-09,545336.140880037
2014-08-10,548955.203575909
2014-08-11,439753.783412591
2014-08-12,390400.370210737
2014-08-13,385962.190079913
2014-08-14,378795.526616439
2014-08-15,406977.967622966
2014-08-16,511589.146571323
2014-08-17,567365.888741929
2014-08-18,439566.660869196
2014-08-19,383828.198722959
2014-08-20,389452.285817564
2014-08-21,387145.123061643
2014-08-22,403695.941163705
2014-08-23,511679.407357272
2014-08-24,560145.851883028
2014-08-25,429303.855842561
2014-08-26,375639.190397248
2014-08-27,387421.62668936
2014-08-28,384506.232462842
2014-08-29,386694.216118798
2014-08-30,551844.320995543
2014-08-31,664807.546576858
2014-09-01,643323.12656726
2014-09-02,636732.400799051
2014-09-03,657220.943697065
2014-09-04,579104.653407902
2014-09-05,564204.793848947
2014-09-06,742577.61223568
2014-09-07,907176.753415052
2014-09-08,730832.820128821
2014-09-09,615464.159782723
2014-09-10,635643.89466578
2014-09-11,554103.564928189
2014-09-12,567948.391178417
2014-09-13,793998.885010276
2014-09-14,933269.557861239
2014-09-15,661738.942668559
2014-09-16,576373.40537365
2014-09-17,624338.942665132
2014-09-18,532702.707700955
2014-09-19,540060.210696535
2014-09-20,750315.274798904
2014-09-21,897508.442688875
2014-09-22,639160.086058515
2014-09-23,564824.238443347
2014-09-24,597681.921735333
2014-09-25,525122.422947494
2014-09-26,527924.694355235
2014-09-27,734688.008895498
2014-09-28,889747.610608351
2014-09-29,629008.927797588
2014-09-30,556672.250783193
2014-10-01,646084.330781774
2014-10-02,605692.367312299
2014-10-03,594288.732450741
2014-10-04,795052.801621221
2014-10-05,942781.099592555
2014-10-06,655707.305747107
2014-10-07,581391.872630121
2014-10-08,662531.068666906
2014-10-09,596968.522563651
2014-10-10,624267.784575611
2014-10-11,834845.687204622
2014-10-12,860535.436350621
2014-10-13,628824.08111559
2014-10-14,562830.666289211
2014-10-15,595741.360226604
2014-10-16,538224.370032403
2014-10-17,586113.56411414
2014-10-18,711221.511285871
2014-10-19,872348.459649168
2014-10-20,643222.582074777
2014-10-21,549667.098521119
2014-10-22,583947.52799377
2014-10-23,522131.669521319
2014-10-24,522928.880247863
2014-10-25,707383.164284982
2014-10-26,864516.256649181
2014-10-27,619124.555044893
2014-10-28,542553.433813861
2014-10-29,565937.550974788
2014-10-30,512878.778137056
2014-10-31,546236.294122713
2014-11-01,756233.035340317
2014-11-02,809258.104941346
2014-11-03,729063.810205162
2014-11-04,675203.466599049
2014-11-05,650910.224894287
2014-11-06,572555.778889662
2014-11-07,569264.803361268
2014-11-08,781109.177399483
2014-11-09,835332.744982474
2014-11-10,721519.679944031
2014-11-11,598453.611743137
2014-11-12,630223.722426654
2014-11-13,545444.116109715
2014-11-14,547877.043105858
2014-11-15,753583.683426723
2014-11-16,911687.923223276
2014-11-17,641624.885569029
2014-11-18,565166.250885145
2014-11-19,588085.810817559
2014-11-20,517548.757172095
2014-11-21,549813.314915106
2014-11-22,739375.3855085
2014-11-23,893779.202413306
2014-11-24,631430.063813791
2014-11-25,553983.47392225
2014-11-26,578871.678760263
2014-11-27,608764.423374068
2014-11-28,585985.540077657
2014-11-29,756093.55361953
2014-11-30,961696.744887572
2014-12-01,811175.091161251
2014-12-02,662288.346014097
2014-12-03,703431.557557584
2014-12-04,606112.250680956
2014-12-05,608297.917176158
2014-12-06,814807.960707177
2014-12-07,971826.26034762
2014-12-08,764574.03304469
2014-12-09,699598.252615006
2014-12-10,688288.553746672
2014-12-11,627457.555573107
2014-12-12,610170.426767964
2014-12-13,817744.525438596
2014-12-14,987295.441099316
2014-12-15,764033.7674215
2014-12-16,734680.017668784
2014-12-17,751156.489300952
2014-12-18,704471.484751792
2014-12-19,703494.820246265
2014-12-20,873287.988072615
2014-12-21,1018289.46592974
2014-12-22,926519.336476207
2014-12-23,944529.179465652
2014-12-24,986121.048668742
2014-12-26,888786.302121341
2014-12-27,892770.499818146
2014-12-28,856210.522643566
2014-12-29,779534.861785159
2014-12-30,844062.312907592
2014-12-31,935716.637729108
2015-01-01,670540.000279892
2015-01-02,638626.674763501
2015-01-03,781785.792543996
2015-01-04,744995.006292809
2015-01-05,632208.943740439
2015-01-06,582146.387990106
2015-01-07,534900.070748184
2015-01-08,432278.265044909
2015-01-09,502878.081213411
2015-01-10,590121.341412068
2015-01-11,711027.107461829
2015-01-12,535154.501720284
2015-01-13,437278.603450362
2015-01-14,431529.778022327
2015-01-15,412652.718498606
2015-01-16,430849.782076255
2015-01-17,603334.471580498
2015-01-18,712820.544176717
2015-01-19,573352.436971158
2015-01-20,412468.301909686
2015-01-21,406852.135164134
2015-01-22,404066.838289723
2015-01-23,428236.219278827
2015-01-24,612727.772137612
2015-01-25,678225.845952302
2015-01-26,470063.003820052
2015-01-27,386733.919889696
2015-01-28,384059.843011856
2015-01-29,392302.060860127
2015-01-30,419654.353163518
2015-01-31,615208.546991691
2015-02-01,731037.382705789
2015-02-02,548193.144063823
2015-02-03,442831.603690565
2015-02-04,414653.827640661
2015-02-05,398845.279332623
2015-02-06,438377.682834689
2015-02-07,618748.166063298
2015-02-08,716670.605050288
2015-02-09,511032.052547209
2015-02-10,435898.371272255
2015-02-11,401884.602949411
2015-02-12,395370.662582211
2015-02-13,441398.7718491
2015-02-14,641048.123375744
2015-02-15,609300.904451374
2015-02-16,462226.713776369
2015-02-17,469264.005416557
2015-02-18,437056.338923145
2015-02-19,425699.934571095
2015-02-20,462952.116410196
2015-02-21,596390.917207606
2015-02-22,602158.146554079
2015-02-23,491666.259399977
2015-02-24,436535.385282308
2015-02-25,416770.785257958
2015-02-26,384801.05542028
2015-02-27,428549.084258147
2015-02-28,605400.021542233
2015-03-01,768554.350996114
2015-03-02,557499.398771741
2015-03-03,486098.818570942
2015-03-04,448644.191232611
2015-03-05,420405.043022037
2015-03-06,454558.261056371
2015-03-07,655749.654826958
2015-03-08,769372.008950282
2015-03-09,520354.290164322
2015-03-10,464642.64450464
2015-03-11,437580.477597192
2015-03-12,407013.424275633
2015-03-13,430425.217012957
2015-03-14,624829.232617639
2015-03-15,680061.169818696
2015-03-16,488772.420114402
2015-03-17,427112.477936093
2015-03-18,402371.650932729
2015-03-19,386105.795422196
2015-03-20,426493.482167218
2015-03-21,633341.692841109
2015-03-22,689838.238727793
2015-03-23,479875.557267901
2015-03-24,420628.238185843
2015-03-25,390526.561939824
2015-03-26,380526.555978403
2015-03-27,418917.457744271
2015-03-28,602067.164939638
2015-03-29,653270.363875389
2015-03-30,471209.286089778
2015-03-31,431432.299496819
2015-04-01,447291.958200585
2015-04-02,476921.303555545
2015-04-03,553264.704067539
2015-04-04,657521.845997833
2015-04-05,695548.62915929
2015-04-06,497597.716516402
2015-04-07,466500.076278837
2015-04-08,474332.004408207
2015-04-09,459293.794666637
2015-04-10,448047.173898015
2015-04-11,620586.451855011
2015-04-12,680844.639716581
2015-04-13,501832.52670918
2015-04-14,439767.48058445
2015-04-15,435865.158443794
2015-04-16,419804.273984891
2015-04-17,458876.439111743
2015-04-18,634633.206022088
2015-04-19,708627.594270997
2015-04-20,518707.346155034
2015-04-21,446565.803723336
2015-04-22,437128.432441193
2015-04-23,424686.754504283
2015-04-24,449789.547695757
2015-04-25,618698.077204362
2015-04-26,675052.195471253
2015-04-27,492239.055387632
2015-04-28,422259.5337023
2015-04-29,406085.515574802
2015-04-30,419876.006610399
2015-05-01,556138.131561428
2015-05-02,717238.571720913
2015-05-03,753160.30945785
2015-05-04,546632.533147261
2015-05-05,489494.739426062
2015-05-06,476597.27130878
2015-05-07,475104.127091546
2015-05-08,549926.263331488
2015-05-09,679838.483236726
2015-05-10,725177.601289157
2015-05-11,510133.812949674
2015-05-12,490994.020346479
2015-05-13,464737.497796652
2015-05-14,434166.332062141
2015-05-15,465691.350980774
2015-05-16,684948.009691894
2015-05-17,701845.891401366
2015-05-18,562536.812994334
2015-05-19,465759.584977766
2015-05-20,456151.534806819
2015-05-21,432497.336512298
2015-05-22,466408.502968179
2015-05-23,660572.711190477
2015-05-24,726537.271148041
2015-05-25,613876.284458369
2015-05-26,465240.758950875
2015-05-27,453264.13386956
2015-05-28,437757.543126248
2015-05-29,473705.785660401
2015-05-30,731754.156011935
2015-05-31,900400.831042353
2015-06-01,720898.864673958
2015-06-02,681391.64961198
2015-06-03,713448.177998126
2015-06-04,610274.211622004
2015-06-05,639262.225599275
2015-06-06,897596.604194727
2015-06-07,1044808.44497898
2015-06-08,759452.506229967
2015-06-09,663203.480825444
2015-06-10,673345.212374334
2015-06-11,574457.888484737
2015-06-12,597247.443099831
2015-06-13,845096.669193883
2015-06-14,981610.105901227
2015-06-15,709417.040420818
2015-06-16,640912.425795809
2015-06-17,677821.258671692
2015-06-18,568317.146043988
2015-06-19,614538.458360867
2015-06-20,883457.950300869
2015-06-21,978908.368085239
2015-06-22,684923.428779826
2015-06-23,670227.843913317
2015-06-24,685953.531115371
2015-06-25,559765.313572378
2015-06-26,582930.639137442
2015-06-27,816852.675967589
2015-06-28,893438.752609097
2015-06-29,716433.196709697
2015-06-30,634366.071110146
2015-07-01,726111.036039489
2015-07-02,677923.327808806
2015-07-03,753688.615991104
2015-07-04,890051.335902568
2015-07-05,1008513.09490474
2015-07-06,708654.037426092
2015-07-07,658336.944882464
2015-07-08,730024.248749875
2015-07-09,638055.553867744
2015-07-10,660811.026490301
2015-07-11,845294.983319786
2015-07-12,900875.477228549
2015-07-13,677937.821810149
2015-07-14,606362.298157372
2015-07-15,662651.735062882
2015-07-16,594989.680669531
2015-07-17,608018.659049794
2015-07-18,788209.325851508
2015-07-19,890132.889782917
2015-07-20,667530.391888924
2015-07-21,593114.547065672
2015-07-22,646496.141793821
2015-07-23,558993.552728344
2015-07-24,594930.478710789
2015-07-25,792979.875569984
2015-07-26,874897.07315835
2015-07-27,668044.938431494
2015-07-28,596896.745350025
2015-07-29,630409.879050005
2015-07-30,560516.458921932
2015-07-31,637816.085547291
2015-08-01,874164.975041032
2015-08-02,1016715.64078772
2015-08-03,753406.344921068
2015-08-04,674688.962583918
2015-08-05,695715.042781114
2015-08-06,607739.141571541
2015-08-07,642935.050729379
2015-08-08,874970.483618431
2015-08-09,883469.794845961
2015-08-10,683036.834096778
2015-08-11,685237.388830498
2015-08-12,688723.181381643
2015-08-13,584174.661048554
2015-08-14,611345.884608019
2015-08-15,846962.878580172
2015-08-16,869753.792575043
2015-08-17,713812.906760801
2015-08-18,641901.321966377
2015-08-19,675429.219154064
2015-08-20,568089.155178115
2015-08-21,644264.058513265
2015-08-22,845752.658759344
2015-08-23,896106.948001329
2015-08-24,681780.493683104
2015-08-25,625749.902282998
2015-08-26,654100.401717
2015-08-27,570489.405744474
2015-08-28,610866.782266475
2015-08-29,815751.854146533
2015-08-30,953371.356386878
2015-08-31,756741.293153711
2015-09-01,714367.926823855
2015-09-02,782370.176091156
2015-09-03,669447.606335329
2015-09-04,668013.08473045
2015-09-05,908674.980375618
2015-09-06,1080232.75014827
2015-09-07,920724.089671686
2015-09-08,714522.409604564
2015-09-09,742700.110304121
2015-09-10,638371.697309632
2015-09-11,640976.154159293
2015-09-12,890541.889391508
2015-09-13,1047923.62771788
2015-09-14,728166.201763213
2015-09-15,645735.349491298
2015-09-16,694330.267699089
2015-09-17,607171.893349499
2015-09-18,621135.732802112
2015-09-19,859424.574680481
2015-09-20,1014299.65802551
2015-09-21,705418.074621737
2015-09-22,648385.104435481
2015-09-23,683459.433780998
2015-09-24,596638.611455873
2015-09-25,607149.363610674
2015-09-26,850070.930527639
